Unnamed: 0,rank,asin,product_title,product_price,product_star_rating,product_num_ratings,product_url,product_photo,rank_change_label,country,page,price_numeric,currency,product_price_original,price_numeric_original,price_usd,price_category,rating_category,popularity_category,product_category,product_title_clean,product_version,popularity_weighted_score,price_efficiency,popularity_percentile
44,45,B0FDX9WHJN,"TECHLOCKER Win 11 Pro Online License Key Motherboard Bind (1 User/PC, Lifetime Validity) 32/64 Bit | Unlimited Reinstallation",₹949.00,5.0,34.0,https://www.amazon.in/dp/B0FDX9WHJN,"https://images-eu.ssl-images-amazon.com/images/I/61NWkJkn9NL._AC_UL900_SR900,600_.jpg",,IN,1,949.0,INR,₹949.00,949.0,11.388,Economy ($10 - $30),Excellent (4.5+),Low (1-49),Operating System,"TECHLOCKER Win 11 Pro Online License Key Motherboard Bind (1 User/PC, Lifetime Validity) 32/64 Bit | Unlimited Reinstallation",Unknown,17.776740307447067,0.4386734514827163,0.1771848454843921
45,46,B085LHBMJD,"Net Protector Antivirus Pro 2025 - 1 PC 1 Year, (Email delivery in 1 Hour- No CD)",₹280.00,4.2,921.0,https://www.amazon.in/dp/B085LHBMJD,"https://images-eu.ssl-images-amazon.com/images/I/71xUzoOXVYL._AC_UL900_SR900,600_.jpg",,IN,1,280.0,INR,₹280.00,280.0,3.36,Budget (< $10),Good (4.0-4.4),High (200-999),Security/Antivirus,"Net Protector Antivirus Pro 2025 - 1 PC 1 Year, (Email delivery in 1 Hour- No CD)",2025,28.671489938937697,1.2462908011869438,4.7996247850330915
46,47,B0DQQ3TFQB,"Quick Heal Total Security Latest Version for Android - 1 Device, 3 Years Email Delivery In 1 Hour- No Cd",₹329.00,4.1,76.0,https://www.amazon.in/dp/B0DQQ3TFQB,"https://images-eu.ssl-images-amazon.com/images/I/61X7UiQdo8L._AC_UL900_SR900,600_.jpg",,IN,1,329.0,INR,₹329.00,329.0,3.948,Budget (< $10),Good (4.0-4.4),Medium (50-199),Security/Antivirus,"Quick Heal Total Security Latest Version for Android - 1 Device, 3 Years Email Delivery In 1 Hour- No Cd",Unknown,17.809602229600102,1.035876705406771,0.3960602428474647
47,48,B09J52FGYY,Apple - App Store Code - For India - Delivered via Email,"₹10,000.00",2.7,28.0,https://www.amazon.in/dp/B09J52FGYY,"https://images-eu.ssl-images-amazon.com/images/I/61oGeVY8LjL._AC_UL900_SR900,600_.jpg",,IN,1,10000.0,INR,"₹10,000.00",10000.0,120.0,Premium ($100+),Poor (<3.0),Low (1-49),Other,Apple - App Store Code - For India - Delivered via Email,Unknown,9.09169874096348,0.022498125156236982,0.14591693157538174
48,49,B0FKNSMZ1C,"Win 11 & 10 Pro Retail Product License Key (Latest 2025 Edition) (1 User/PC, Lifetime Validity) 32/64 bit | Unlimited Reinsta",₹899.00,5.0,5.0,https://www.amazon.in/dp/B0FKNSMZ1C,"https://images-eu.ssl-images-amazon.com/images/I/61JY6u0f8GL._AC_UL900_SR900,600_.jpg",,IN,1,899.0,INR,₹899.00,899.0,10.788,Economy ($10 - $30),Excellent (4.5+),Low (1-49),Operating System,"Win 11 & 10 Pro Retail Product License Key (Latest 2025 Edition) (1 User/PC, Lifetime Validity) 32/64 bit | Unlimited Reinsta",2025,8.958797346140274,0.46304871272457865,0.02605659492417531
49,50,B07KCDBL3Q,"K7 Security K7 Total Security Latest Version, 3 Pc's, 1 Year (Email Delivery In 2 Hours, No Cd)",₹725.00,4.2,1137.0,https://www.amazon.in/dp/B07KCDBL3Q,"https://images-eu.ssl-images-amazon.com/images/I/51Naj0jsuZL._AC_UL900_SR900,600_.jpg",,IN,1,725.0,INR,₹725.00,725.0,8.700000000000001,Budget (< $10),Good (4.0-4.4),Very High (1000+),Security/Antivirus,"K7 Security K7 Total Security Latest Version, 3 Pc's, 1 Year (Email Delivery In 2 Hours, No Cd)",Unknown,29.555515981682362,0.4822043628013777,5.925269685757465
50,51,B088GG3DPG,Kaspersky | Internet Security | 1 Device | 3 Years | Email Delivery in 1 Hour,₹849.00,4.5,3304.0,https://www.amazon.in/dp/B088GG3DPG,"https://images-eu.ssl-images-amazon.com/images/I/61twIGQHstL._AC_UL900_SR900,600_.jpg",,IN,2,849.0,INR,₹849.00,849.0,10.188,Economy ($10 - $30),Excellent (4.5+),Very High (1000+),Security/Antivirus,Kaspersky | Internet Security | 1 Device | 3 Years | Email Delivery in 1 Hour,Unknown,36.464362885286036,0.4412629927436752,17.218197925895044
51,52,B088GD41DY,Kaspersky Standard Security 2025 | 1 Device | 1 Year | Email Delivery in 1 Hour,₹299.00,4.3,454.0,https://www.amazon.in/dp/B088GD41DY,"https://images-eu.ssl-images-amazon.com/images/I/71YwFe8Ox3L._AC_UL900_SR900,600_.jpg",,IN,2,299.0,INR,₹299.00,299.0,3.588,Budget (< $10),Good (4.0-4.4),High (200-999),Security/Antivirus,Kaspersky Standard Security 2025 | 1 Device | 1 Year | Email Delivery in 1 Hour,2025,26.317278901489086,1.1951083935519733,2.3659388191151183
52,53,B07CMYRGMH,Npav | Net Protector | Total Security | Latest Version | 1 Pc | 1 Year | Email Delivery In 1 Hour - No Cd,₹399.00,4.2,2533.0,https://www.amazon.in/dp/B07CMYRGMH,"https://images-eu.ssl-images-amazon.com/images/I/81S2rMgfqhL._AC_UL900_SR900,600_.jpg",,IN,2,399.0,INR,₹399.00,399.0,4.788,Budget (< $10),Good (4.0-4.4),Very High (1000+),Security/Antivirus,Npav | Net Protector | Total Security | Latest Version | 1 Pc | 1 Year | Email Delivery In 1 Hour - No Cd,Unknown,32.91772831570056,0.8753647353063777,13.200270988587212
53,54,B0CG9JML21,"Bitdefender 3 Device, 1 Year - Total Mobile Security | Android & iOS | Latest Version |(Single Activation Code) - [Email Deli",₹253.00,4.2,140.0,https://www.amazon.in/dp/B0CG9JML21,"https://images-eu.ssl-images-amazon.com/images/I/811zSOpydOL._AC_UL900_SR900,600_.jpg",,IN,2,253.0,INR,₹253.00,253.0,3.036,Budget (< $10),Good (4.0-4.4),Medium (50-199),Security/Antivirus,"Bitdefender 3 Device, 1 Year - Total Mobile Security | Android & iOS | Latest Version |(Single Activation Code) - [Email Deli",Unknown,20.78479153958831,1.3788575180564677,0.7295846578769086
54,55,B0CR6KQ8TF,"Bitdefender - 1 Device,1 Year - Mobile Security | Android | Latest Version | Email Delivery in 2 Hours- No CD |",₹94.00,4.4,963.0,https://www.amazon.in/dp/B0CR6KQ8TF,"https://images-eu.ssl-images-amazon.com/images/I/71M1HiAgbbL._AC_UL900_SR900,600_.jpg",,IN,2,94.0,INR,₹94.00,94.0,1.1280000000000001,Budget (< $10),Good (4.0-4.4),High (200-999),Security/Antivirus,"Bitdefender - 1 Device,1 Year - Mobile Security | Android | Latest Version | Email Delivery in 2 Hours- No CD |",Unknown,30.2328016962864,3.866432337434095,5.018500182396164
55,56,B0DPQ2R9SD,Microsoft Office Home 2024 - Lifetime Validity - Email Delivery in 3 hours,"₹7,738.00",4.5,75.0,https://www.amazon.in/dp/B0DPQ2R9SD,"https://images-eu.ssl-images-amazon.com/images/I/61WwdEbasFL._AC_UL900_SR900,600_.jpg",,IN,2,7738.0,INR,"₹7,738.00",7738.0,92.85600000000001,Mid-Range ($30 - $100),Excellent (4.5+),Medium (50-199),Office/Productivity,Microsoft Office Home 2024 - Lifetime Validity - Email Delivery in 3 hours,2024,19.48830003128849,0.048456916417203275,0.3908489238626296
56,57,B0DQPYGCGV,Quick Heal | Antivirus Pro – Renewal Pack | 1 user | 1 Years | Email Delivery in 1 Hour - no CD | Existing Quick Heal Single ,₹395.00,3.8,37.0,https://www.amazon.in/dp/B0DQPYGCGV,"https://images-eu.ssl-images-amazon.com/images/I/61jWpystTTL._AC_UL900_SR900,600_.jpg",,IN,2,395.0,INR,₹395.00,395.0,4.74,Budget (< $10),Average (3.0-3.9),Low (1-49),Security/Antivirus,Quick Heal | Antivirus Pro – Renewal Pack | 1 user | 1 Years | Email Delivery in 1 Hour - no CD | Existing Quick Heal Single,Unknown,13.822827406960265,0.7999999999999999,0.1928188024388973
57,58,B0FM42F66T,"Ms Home 2024 for MacOS (New 2025 Updated Edition) | Lifetime License for all Mac (Supports M1, M2, M3, M4) | Pre-Activated | ","₹2,399.00",5.0,2.0,https://www.amazon.in/dp/B0FM42F66T,"https://images-eu.ssl-images-amazon.com/images/I/61Xg4zlHiOL._AC_UL900_SR900,600_.jpg",,IN,2,2399.0,INR,"₹2,399.00",2399.0,28.788,Economy ($10 - $30),Excellent (4.5+),Low (1-49),Operating System,"Ms Home 2024 for MacOS (New 2025 Updated Edition) | Lifetime License for all Mac (Supports M1, M2, M3, M4) | Pre-Activated |",2024,5.493061443340549,0.17362316827557467,0.010422637969670124
58,59,B07PS3XFSH,Norton Mobile Security - 1 Device - 1 Year (Email Delivery in 2 Hours - No CD),₹199.00,4.1,130.0,https://www.amazon.in/dp/B07PS3XFSH,"https://images-eu.ssl-images-amazon.com/images/I/81Gp6p83Q3L._AC_UL900_SR900,600_.jpg",,IN,2,199.0,INR,₹199.00,199.0,2.388,Budget (< $10),Good (4.0-4.4),Medium (50-199),Security/Antivirus,Norton Mobile Security - 1 Device - 1 Year (Email Delivery in 2 Hours - No CD),Unknown,19.988309025124718,1.7097581317764805,0.677471468028558
59,60,B0D4VHZ6BZ,"McAfee Total Protection 2024 | 3 Devices, 2 Years | Antivirus Internet Security Software | Password Manager & Dark Web Monito","₹1,899.00",4.4,53.0,https://www.amazon.in/dp/B0D4VHZ6BZ,"https://images-eu.ssl-images-amazon.com/images/I/71vI9BNCWVL._AC_UL900_SR900,600_.jpg",,IN,2,1899.0,INR,"₹1,899.00",1899.0,22.788,Economy ($10 - $30),Good (4.0-4.4),Medium (50-199),Security/Antivirus,"McAfee Total Protection 2024 | 3 Devices, 2 Years | Antivirus Internet Security Software | Password Manager & Dark Web Monito",2024,17.551529804882808,0.19299938591104482,0.2761999061962583
60,61,B073VMC9S1,"Quick Heal Total Security - 2 PCs, 1 Year | AI Based Device Security for Windows PC | Banking and Browsing Protection | Dark ","₹1,463.00",4.4,14912.0,https://www.amazon.in/dp/B073VMC9S1,"https://images-eu.ssl-images-amazon.com/images/I/61UYfvsgWZL._AC_UL900_SR900,600_.jpg",,IN,2,1463.0,INR,"₹1,463.00",1463.0,17.556,Economy ($10 - $30),Good (4.0-4.4),Very High (1000+),Security/Antivirus,"Quick Heal Total Security - 2 PCs, 1 Year | AI Based Device Security for Windows PC | Banking and Browsing Protection | Dark",Unknown,42.283949816956245,0.25048388933166343,77.71118870186045
61,62,B073VJYH6X,"Quick Heal Antivirus Pro Latest Version - 2 PCs, 1 Year | AI Based Device Security for Laptop | Email and Browsing Protection",₹669.00,4.3,12850.0,https://www.amazon.in/dp/B073VJYH6X,"https://images-eu.ssl-images-amazon.com/images/I/61JvzucNPuL._AC_UL900_SR900,600_.jpg",,IN,2,669.0,INR,₹669.00,669.0,8.028,Budget (< $10),Good (4.0-4.4),Very High (1000+),Security/Antivirus,"Quick Heal Antivirus Pro Latest Version - 2 PCs, 1 Year | AI Based Device Security for Laptop | Email and Browsing Protection",Unknown,40.683060705720706,0.5349589450111968,66.96544895513054
62,63,B086XT4BH2,"Norton 360 Standard |1 User 3 Year|Total Security For Pc,Mac, Android Or Ios |Additionally Includes Password Manager, Pc Clou","₹1,499.00",4.2,2668.0,https://www.amazon.in/dp/B086XT4BH2,"https://images-eu.ssl-images-amazon.com/images/I/61cx1hVm7nL._AC_UL900_SR900,600_.jpg",,IN,2,1499.0,INR,"₹1,499.00",1499.0,17.988,Economy ($10 - $30),Good (4.0-4.4),Very High (1000+),Security/Antivirus,"Norton 360 Standard |1 User 3 Year|Total Security For Pc,Mac, Android Or Ios |Additionally Includes Password Manager, Pc Clou",Unknown,33.135728427499004,0.2333592621402378,13.903799051539945
63,64,B07CBWJSVS,"K7 Security K7, Total Security, 1 User, 13 Months, Email Delivery In 2 Hours, No Cd",₹395.00,4.2,6054.0,https://www.amazon.in/dp/B07CBWJSVS,"https://images-eu.ssl-images-amazon.com/images/I/61i7FgSfhxL._AC_UL900_SR900,600_.jpg",,IN,2,395.0,INR,₹395.00,395.0,4.74,Budget (< $10),Good (4.0-4.4),Very High (1000+),Security/Antivirus,"K7 Security K7, Total Security, 1 User, 13 Months, Email Delivery In 2 Hours, No Cd",Unknown,36.57628655514621,0.8842105263157896,31.549325134191463
64,65,B073VKKNN6,"Quick Heal Antivirus Pro Latest Version - 2 PCs, 3 Years | AI Based Device Security for Laptop | Email and Browsing Protectio","₹1,327.00",4.3,12850.0,https://www.amazon.in/dp/B073VKKNN6,"https://images-eu.ssl-images-amazon.com/images/I/61sNcI+zmvL._AC_UL900_SR900,600_.jpg",,IN,2,1327.0,INR,"₹1,327.00",1327.0,15.924,Economy ($10 - $30),Good (4.0-4.4),Very High (1000+),Security/Antivirus,"Quick Heal Antivirus Pro Latest Version - 2 PCs, 3 Years | AI Based Device Security for Laptop | Email and Browsing Protectio",Unknown,40.683060705720706,0.26986318564076817,66.96544895513054
65,66,B096BLH25W,"Norton Antivirus Plus | 1 User 3 Years |Additionally Includes Smart Firewall, Password Manager & PC Cloud Back Up | PC & Mac ",₹879.00,4.2,679.0,https://www.amazon.in/dp/B096BLH25W,"https://images-eu.ssl-images-amazon.com/images/I/713WbmKSugL._AC_UL900_SR900,600_.jpg",,IN,2,879.0,INR,₹879.00,879.0,10.548,Economy ($10 - $30),Good (4.0-4.4),High (200-999),Security/Antivirus,"Norton Antivirus Plus | 1 User 3 Years |Additionally Includes Smart Firewall, Password Manager & PC Cloud Back Up | PC & Mac",Unknown,27.392789752314638,0.39780261413146434,3.538485590703007
66,67,B0DKNFNW86,CCleaner Professional for Windows | 1 Device 3 Year | Boost your PC's performance | Email Delivery in 2 hours.,₹379.00,4.3,27.0,https://www.amazon.in/dp/B0DKNFNW86,"https://images-eu.ssl-images-amazon.com/images/I/61nzXHsG9RL._AC_UL900_SR900,600_.jpg",,IN,2,379.0,INR,₹379.00,379.0,4.548,Budget (< $10),Good (4.0-4.4),Low (1-49),Operating System,CCleaner Professional for Windows | 1 Device 3 Year | Boost your PC's performance | Email Delivery in 2 hours.,Unknown,14.328479393753376,0.9433962264150944,0.14070561259054667
67,68,B0FC35Y4G3,TECHLOCKER MSO Professional Plus 2021 Retail Lifetime License Key Only & Updates | Phone Offline Activation | For Win 10 or 1,₹949.00,4.9,14.0,https://www.amazon.in/dp/B0FC35Y4G3,"https://images-eu.ssl-images-amazon.com/images/I/51wtP-pHhuL._AC_UL900_SR900,600_.jpg",,IN,2,949.0,INR,₹949.00,949.0,11.388,Economy ($10 - $30),Excellent (4.5+),Low (1-49),Operating System,TECHLOCKER MSO Professional Plus 2021 Retail Lifetime License Key Only & Updates | Phone Offline Activation | For Win 10 or 1,2021,13.26944598540083,0.429899982453062,0.07295846578769087
68,69,B0C3W45MWD,Kaspersky | Premium - Total Security (Ultimate Security) | 3 Devices | 3 Years | Email Delivery in 1 Hour,"₹2,299.00",4.4,105.0,https://www.amazon.in/dp/B0C3W45MWD,"https://images-eu.ssl-images-amazon.com/images/I/71wvxMSor0L._AC_UL900_SR900,600_.jpg",,IN,2,2299.0,INR,"₹2,299.00",2299.0,27.588,Economy ($10 - $30),Good (4.0-4.4),Medium (50-199),Security/Antivirus,Kaspersky | Premium - Total Security (Ultimate Security) | 3 Devices | 3 Years | Email Delivery in 1 Hour,Unknown,20.519132014093096,0.15943184288716575,0.5471884934076815
69,70,B07B8MLKTP,"Bitdefender - 1 Computer,3 Years - Antivirus Plus | Windows | Latest Version | Email Delivery in 2 Hours- No CD |",₹379.00,3.9,4180.0,https://www.amazon.in/dp/B07B8MLKTP,"https://images-eu.ssl-images-amazon.com/images/I/81zvL6zv8oL._AC_UL900_SR900,600_.jpg",,IN,2,379.0,INR,₹379.00,379.0,4.548,Budget (< $10),Average (3.0-3.9),Very High (1000+),Security/Antivirus,"Bitdefender - 1 Computer,3 Years - Antivirus Plus | Windows | Latest Version | Email Delivery in 2 Hours- No CD |",Unknown,32.5193923522906,0.8556384379113646,21.78331335661056
70,71,B0FLYGYYJX,MS 2021 Professional Plus Edition | (1 User) Retail License Key | Lifetime Validity for Windows PC | New Version | Lifetime R,"₹1,599.00",5.0,2.0,https://www.amazon.in/dp/B0FLYGYYJX,"https://images-eu.ssl-images-amazon.com/images/I/51c1GeDsTZL._AC_UL900_SR900,600_.jpg",,IN,2,1599.0,INR,"₹1,599.00",1599.0,19.188,Economy ($10 - $30),Excellent (4.5+),Low (1-49),Operating System,MS 2021 Professional Plus Edition | (1 User) Retail License Key | Lifetime Validity for Windows PC | New Version | Lifetime R,2021,5.493061443340549,0.26044379622877384,0.010422637969670124
71,72,B07CHMP7J1,NPAV | Net Protector | Total Security | Latest Version | 1 PC | 3 Years | Email Delivery in 1 Hour - No CD,₹999.00,4.3,699.0,https://www.amazon.in/dp/B07CHMP7J1,"https://images-eu.ssl-images-amazon.com/images/I/81k9lkANjBL._AC_UL900_SR900,600_.jpg",,IN,2,999.0,INR,₹999.00,999.0,11.988,Economy ($10 - $30),Good (4.0-4.4),High (200-999),Security/Antivirus,NPAV | Net Protector | Total Security | Latest Version | 1 PC | 3 Years | Email Delivery in 1 Hour - No CD,Unknown,28.169645440686637,0.3583930655109185,3.6427119703997084
72,73,B07FN8GFQP,"eScan Anti-Virus with Total Protection Version 11 - 1 PC, 1 Year (Email Delivery in 2 Hours - No CD)",₹175.00,4.1,789.0,https://www.amazon.in/dp/B07FN8GFQP,"https://images-eu.ssl-images-amazon.com/images/I/71aM5iFICmL._AC_UL900_SR900,600_.jpg",,IN,2,175.0,INR,₹175.00,175.0,2.1,Budget (< $10),Good (4.0-4.4),High (200-999),Security/Antivirus,"eScan Anti-Virus with Total Protection Version 11 - 1 PC, 1 Year (Email Delivery in 2 Hours - No CD)",v11,27.355335076390375,1.943127962085308,4.1117306790348636
73,74,B0FF4JVYDQ,Kaspersky Premium Security 2025 | 1 Device | 1 Year | Digital Download | Email Delivery - No CD,₹398.00,4.5,2.0,https://www.amazon.in/dp/B0FF4JVYDQ,"https://images-eu.ssl-images-amazon.com/images/I/71EYvXOy8KL._AC_UL900_SR900,600_.jpg",,IN,2,398.0,INR,₹398.00,398.0,4.776,Budget (< $10),Excellent (4.5+),Low (1-49),Security/Antivirus,Kaspersky Premium Security 2025 | 1 Device | 1 Year | Digital Download | Email Delivery - No CD,2025,4.943755299006494,0.9402423735896365,0.010422637969670124
74,75,B0FJSC2Y8P,"AutoCAD (2026) with Ai Software 5-Year Official Subscription (1 User, 3 Devices) (For Windows, MacOS, Android, iOS, M1, M2, M","₹4,899.00",4.7,6.0,https://www.amazon.in/dp/B0FJSC2Y8P,"https://images-eu.ssl-images-amazon.com/images/I/61JLttY5TqL._AC_UL900_SR900,600_.jpg",,IN,2,4899.0,INR,"₹4,899.00",4899.0,58.788000000000004,Mid-Range ($30 - $100),Excellent (4.5+),Low (1-49),Operating System,"AutoCAD (2026) with Ai Software 5-Year Official Subscription (1 User, 3 Devices) (For Windows, MacOS, Android, iOS, M1, M2, M",2026,9.145777700559973,0.07993469165617878,0.03126791390901037
75,76,B01AJGAAHW,Quick Heal | Total Security | Latest Version | 2 Users | 3 Years (Physical Box),"₹2,679.00",4.3,5650.0,https://www.amazon.in/dp/B01AJGAAHW,"https://images-eu.ssl-images-amazon.com/images/I/51lncpsguRL._AC_UL900_SR900,600_.jpg",,IN,2,2679.0,INR,"₹2,679.00",2679.0,32.148,Mid-Range ($30 - $100),Good (4.0-4.4),Very High (1000+),Security/Antivirus,Quick Heal | Total Security | Latest Version | 2 Users | 3 Years (Physical Box),Unknown,37.15022753840832,0.13371478325766525,29.443952264318096
76,77,B0FM49Z24X,"MS 365 Enterprise Copilot Edition with Chat Gpt 5.0 intergrated in Apps | New 2025 Exclusive Edition | (5 Devices, Lifetime V","₹3,299.00",5.0,3.0,https://www.amazon.in/dp/B0FM49Z24X,"https://images-eu.ssl-images-amazon.com/images/I/71iZsXshhOL._AC_UL900_SR900,600_.jpg",,IN,2,3299.0,INR,"₹3,299.00",3299.0,39.588,Mid-Range ($30 - $100),Excellent (4.5+),Low (1-49),Other,"MS 365 Enterprise Copilot Edition with Chat Gpt 5.0 intergrated in Apps | New 2025 Exclusive Edition | (5 Devices, Lifetime V",2025,6.931471805599453,0.1262690034850245,0.015633956954505184
77,78,B079KPY3H6,"ESET Home Security Essential (Internet Security) 1 User, 1 Year (Email Delivery - No CD)",₹500.00,4.5,1695.0,https://www.amazon.in/dp/B079KPY3H6,"https://images-eu.ssl-images-amazon.com/images/I/81N092Nr5aL._AC_UL900_SR900,600_.jpg",,IN,2,500.0,INR,₹500.00,500.0,6.0,Budget (< $10),Excellent (4.5+),Very High (1000+),Security/Antivirus,"ESET Home Security Essential (Internet Security) 1 User, 1 Year (Email Delivery - No CD)",Unknown,33.46212517358332,0.7487520798668885,8.833185679295429
78,79,B073VJYG4Q,Kaspersky Plus Security 2025 | 1 Device | 1 Year | Email Delivery in 1 Hour,₹399.00,4.1,2288.0,https://www.amazon.in/dp/B073VJYG4Q,"https://images-eu.ssl-images-amazon.com/images/I/71XcwZ6p4nL._AC_UL900_SR900,600_.jpg",,IN,2,399.0,INR,₹399.00,399.0,4.788,Budget (< $10),Good (4.0-4.4),Very High (1000+),Security/Antivirus,Kaspersky Plus Security 2025 | 1 Device | 1 Year | Email Delivery in 1 Hour,2025,31.717068311805523,0.8545227177990828,11.923497837302621
79,80,B0DQQ534GS,"Quick Heal Total Security Latest Version for Android - 1 Device, 1 Year (Email Delivery In 1 Hour- No CD)",₹179.00,4.1,63.0,https://www.amazon.in/dp/B0DQQ534GS,"https://images-eu.ssl-images-amazon.com/images/I/611aEoC959L._AC_UL900_SR900,600_.jpg",,IN,2,179.0,INR,₹179.00,179.0,2.148,Budget (< $10),Good (4.0-4.4),Medium (50-199),Security/Antivirus,"Quick Heal Total Security Latest Version for Android - 1 Device, 1 Year (Email Delivery In 1 Hour- No CD)",Unknown,17.05142064177465,1.8999073215940685,0.3283130960446089
80,81,B08XC58PBG,"K7 Ultimate Security Infiniti Antivirus 2025| Lifetime Validity, 5 Devices|Threat Protection,Internet Security,Data Backup,Mo","₹2,971.00",4.3,649.0,https://www.amazon.in/dp/B08XC58PBG,"https://images-eu.ssl-images-amazon.com/images/I/71uYMkAXucL._AC_UL900_SR900,600_.jpg",,IN,2,2971.0,INR,"₹2,971.00",2971.0,35.652,Mid-Range ($30 - $100),Good (4.0-4.4),High (200-999),Security/Antivirus,"K7 Ultimate Security Infiniti Antivirus 2025| Lifetime Validity, 5 Devices|Threat Protection,Internet Security,Data Backup,Mo",2025,27.850981160425633,0.12057652403118164,3.382146021157955
